id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
2217,Elstree Calling,1930,UNRATED,29 Sep 1930,"Comedy, Musical",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2218,The Shame of Mary Boyle,1930,UNRATED,22 Sep 1930,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2219,Murder!,1930,PG,24 Nov 1930,"Crime, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
2220,The Manxman,1929,UNRATED,16 Dec 1929,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2221,Blackmail,1929,UNRATED,06 Oct 1929,"Crime, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2222,Champagne,1928,UNRATED,20 Aug 1928,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2223,The Farmer's Wife,1928,UNRATED,04 Jan 1930,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2224,When Boys Leave Home,1927,UNRATED,,"Adventure, Drama, Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2225,Easy Virtue,1927,UNRATED,01 Jun 1928,"Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2226,The Ring,1927,UNRATED,01 Oct 1927,"Drama, Romance, Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2227,The Lodger,1926,UNRATED,14 Feb 1927,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2228,The Mountain Eagle,1926,UNRATED,01 Nov 1926,"Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2229,The Pleasure Garden,1925,UNRATED,,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2230,Always Tell Your Wife,1923,UNRATED,01 Feb 1923,"Short, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2231,Rounders,1998,R,11 Sep 1998,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2232,Cube,1997,R,11 Jul 1998,"Drama, Mystery, Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2233,Digging to China,1998,PG,11 Sep 1998,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2234,Let's Talk About Sex,1998,UNRATED,11 Sep 1998,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2235,One Man's Hero,1999,R,08 Oct 1999,"Action, Drama, History",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2236,Simon Birch,1998,PG,11 Sep 1998,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2237,Without Limits,1998,PG-13,11 Sep 1998,"Biography, Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2238,Seven Beauties,1976,R,21 Jan 1976,"Comedy, Drama, War",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2239,Swept Away,1975,R,17 Sep 1975,"Adventure, Comedy, Drama",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2240,My Bodyguard,1980,PG,26 Sep 1980,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2241,Class,1983,R,22 Jul 1983,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2242,"Grandview, U.S.A.",1984,R,03 Aug 1984,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2243,Broadcast News,1987,R,25 Dec 1987,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2244,The Allnighter,1987,PG-13,01 May 1987,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2245,Working Girl,1988,R,21 Dec 1988,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2246,Stars and Bars,1988,R,18 Mar 1988,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2247,Married to the Mob,1988,R,19 Aug 1988,"Comedy, Crime, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2248,Say Anything...,1989,PG-13,14 Apr 1989,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2249,My Blue Heaven,1990,PG-13,17 Aug 1990,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2250,Men Don't Leave,1990,PG-13,23 Feb 1990,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2251,The Cabinet of Dr. Ramirez,1991,UNRATED,04 Dec 1991,"Drama, Music, Mystery",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2252,Hero,1992,PG-13,02 Oct 1992,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2253,Toys,1992,PG-13,18 Dec 1992,"Adventure, Comedy, Drama",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2254,Choices,1981,UNRATED,01 Oct 1981,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2255,Young Doctors in Love,1982,R,16 Jul 1982,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2256,Parasite,1982,R,12 Mar 1982,"Horror, Sci-Fi",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2257,No Small Affair,1984,R,09 Nov 1984,"Comedy, Drama, Music",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2258,The Master,1984,UNRATED,20 Jan 1984,"Adventure, Drama, Action",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2259,Blame It on Rio,1984,R,17 Feb 1984,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2260,Wisdom,1986,R,02 Jan 1987,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2261,One Crazy Summer,1986,PG,08 Aug 1986,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2262,About Last Night...,1986,R,02 Jul 1986,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2263,The Seventh Sign,1988,R,01 Apr 1988,"Drama, Fantasy, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2264,We're No Angels,1989,PG-13,15 Dec 1989,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2265,Nothing But Trouble,1991,PG-13,15 Feb 1991,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2266,The Butcher's Wife,1991,PG-13,25 Oct 1991,"Comedy, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2267,Mortal Thoughts,1991,R,19 Apr 1991,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2268,A Few Good Men,1992,R,11 Dec 1992,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2269,Indecent Proposal,1993,R,07 Apr 1993,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2270,A Century of Cinema,1994,UNRATED,,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2271,Permanent Midnight,1998,R,23 Apr 1999,"Biography, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2272,One True Thing,1998,R,18 Sep 1998,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2273,Rush Hour,1998,PG-13,18 Sep 1998,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2274,Lilian's Story,1995,UNRATED,25 Sep 1998,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2275,Six-String Samurai,1998,PG-13,18 Sep 1998,"Action, Adventure, Comedy",False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
